@SampleID:10
@Version:0.9.2
@Ranks:acellular root,cellular root,other entries|realm,domain|kingdom|phylum|class|order|family|genus|species|strain
@@TAXID	RANK	TAXPATH	TAXPATHSN	PERCENTAGE	_CAMI_genomeID	_CAMI_OTU	HOST
1118059	strain	131567|2|1783272|1239|1737404|||1472763|1472764|1118059	cellular organisms|Bacteria|Bacillati|Bacillota|Tissierellia|||Kallipyga|Kallipyga massiliensis|Kallipyga massiliensis ph2	0.0008			
3079302.1	strain	131567|2|1783272|1239|186801|186802|3085642|2048137|3079302|3079302.1	cellular organisms|Bacteria|Bacillati|Bacillota|Clostridia|Eubacteriales|Butyricicoccaceae|Agathobaculum|Agathobaculum sp. NTUH-O15-33|Agathobaculum sp. NTUH-O15-33 strain	0.0008	ASV473.3	186802	
47715.1	strain	131567|2|1783272|1239|91061|186826|33958|2759736|47715|47715.1	cellular organisms|Bacteria|Bacillati|Bacillota|Bacilli|Lactobacillales|Lactobacillaceae|Lacticaseibacillus|Lacticaseibacillus rhamnosus|Lacticaseibacillus rhamnosus strain	0.0008	ASV280.5	33958	
1354.4	strain	131567|2|1783272|1239|91061|186826|81852|1350|1354|1354.4	cellular organisms|Bacteria|Bacillati|Bacillota|Bacilli|Lactobacillales|Enterococcaceae|Enterococcus|Enterococcus hirae|Enterococcus hirae strain	0.0008	ASV610.3	1239	
469591.1	strain	131567|2|3379134|976|200643|171549|2005525|375288|469591|469591.1	cellular organisms|Bacteria|Pseudomonadati|Bacteroidota|Bacteroidia|Bacteroidales|Tannerellaceae|Parabacteroides|Parabacteroides sp. 20_3|Parabacteroides sp. 20_3 strain	0.0008	ASV178.15	200643	
3143191.1	strain	131567|2|1783272|1239|91061|186826|33958|2767887|3143191|3143191.1	cellular organisms|Bacteria|Bacillati|Bacillota|Bacilli|Lactobacillales|Lactobacillaceae|Ligilactobacillus|Ligilactobacillus sp. RTP31139st1_D10_RTP31139_211217|Ligilactobacillus sp. RTP31139st1_D10_RTP31139_211217 strain	0.0008	ASV578.7	1239	
216816.29	strain	131567|2|1783272|201174|1760|85004|31953|1678|216816|216816.29	cellular organisms|Bacteria|Bacillati|Actinomycetota|Actinomycetes|Bifidobacteriales|Bifidobacteriaceae|Bifidobacterium|Bifidobacterium longum|Bifidobacterium longum strain	0.0008	ASV87.12	201174	
1354.11	strain	131567|2|1783272|1239|91061|186826|81852|1350|1354|1354.11	cellular organisms|Bacteria|Bacillati|Bacillota|Bacilli|Lactobacillales|Enterococcaceae|Enterococcus|Enterococcus hirae|Enterococcus hirae strain	0.0008	ASV332.1	1239	
562.66	strain	131567|2|3379134|1224|1236|91347|543|561|562|562.66	cellular organisms|Bacteria|Pseudomonadati|Pseudomonadota|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Escherichia|Escherichia coli|Escherichia coli strain	0.0008	ASV695.4	1224	
45202.99	strain	2787854||||||||45202|45202.99	other entries||||||||unidentified plasmid|unidentified plasmid strain	0.0008	pASV98	45202	ASV626.0
45202.98	strain	2787854||||||||45202|45202.98	other entries||||||||unidentified plasmid|unidentified plasmid strain	0.0008	pASV97	45202	ASV626.0
45202.103	strain	2787854||||||||45202|45202.103	other entries||||||||unidentified plasmid|unidentified plasmid strain	0.0008	pASV102	45202	ASV626.0
45202.101	strain	2787854||||||||45202|45202.101	other entries||||||||unidentified plasmid|unidentified plasmid strain	0.0008	pASV100	45202	ASV626.0
45202.102	strain	2787854||||||||45202|45202.102	other entries||||||||unidentified plasmid|unidentified plasmid strain	0.0008	pASV101	45202	ASV626.0
45202.97	strain	2787854||||||||45202|45202.97	other entries||||||||unidentified plasmid|unidentified plasmid strain	0.0007	pASV96	45202	ASV626.0
45202.100	strain	2787854||||||||45202|45202.100	other entries||||||||unidentified plasmid|unidentified plasmid strain	0.0007	pASV99	45202	ASV626.0
1837875.1	strain	10239|2731341|2731360|2731618|2731619|3420545|2946170|10663|2844226|1837875.1	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|Pantevenvirales|Straboviridae|Tequatrovirus|Tequatrovirus pe37|Escherichia phage PE37 strain	0.0006	vASV11.2	10663	
487174.1	strain	131567|2|3379134|976|200643|171549|2005519|397864|487174|487174.1	cellular organisms|Bacteria|Pseudomonadati|Bacteroidota|Bacteroidia|Bacteroidales|Barnesiellaceae|Barnesiella|Barnesiella intestinihominis|Barnesiella intestinihominis strain	0.0005	ASV127.7	397864	
821.7	strain	131567|2|3379134|976|200643|171549|815|909656|821|821.7	cellular organisms|Bacteria|Pseudomonadati|Bacteroidota|Bacteroidia|Bacteroidales|Bacteroidaceae|Phocaeicola|Phocaeicola vulgatus|Phocaeicola vulgatus strain	0.0005	ASV124.10	821	
28026.3	strain	131567|2|1783272|201174|1760|85004|31953|1678|28026|28026.3	cellular organisms|Bacteria|Bacillati|Actinomycetota|Actinomycetes|Bifidobacteriales|Bifidobacteriaceae|Bifidobacterium|Bifidobacterium pseudocatenulatum|Bifidobacterium pseudocatenulatum strain	0.0005	ASV19.3	31953	
1260.1	strain	131567|2|1783272|1239|1737404|1737405|1570339|150022|1260|1260.1	cellular organisms|Bacteria|Bacillati|Bacillota|Tissierellia|Tissierellales|Peptoniphilaceae|Finegoldia|Finegoldia magna|Finegoldia magna strain	0.0005	ASV617.0	150022	
1623.4	strain	131567|2|1783272|1239|91061|186826|33958|2767887|1623|1623.4	cellular organisms|Bacteria|Bacillati|Bacillota|Bacilli|Lactobacillales|Lactobacillaceae|Ligilactobacillus|Ligilactobacillus ruminis|Ligilactobacillus ruminis strain	0.0005	ASV621.3	1239	
216816.35	strain	131567|2|1783272|201174|1760|85004|31953|1678|216816|216816.35	cellular organisms|Bacteria|Bacillati|Actinomycetota|Actinomycetes|Bifidobacteriales|Bifidobacteriaceae|Bifidobacterium|Bifidobacterium longum|Bifidobacterium longum strain	0.0005	ASV67.8	201174	
1681.27	strain	131567|2|1783272|201174|1760|85004|31953|1678|1681|1681.27	cellular organisms|Bacteria|Bacillati|Actinomycetota|Actinomycetes|Bifidobacteriales|Bifidobacteriaceae|Bifidobacterium|Bifidobacterium bifidum|Bifidobacterium bifidum strain	0.0005	ASV50.5	1760	
28116.22	strain	131567|2|3379134|976|200643|171549|815|816|28116|28116.22	cellular organisms|Bacteria|Pseudomonadati|Bacteroidota|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides|Bacteroides ovatus|Bacteroides ovatus strain	0.0005	ASV472.15	2	
573.32	strain	131567|2|3379134|1224|1236|91347|543|570|573|573.32	cellular organisms|Bacteria|Pseudomonadati|Pseudomonadota|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Klebsiella|Klebsiella pneumoniae|Klebsiella pneumoniae strain	0.0005	ASV347.6	2	
1874589.1	strain	10239|2731341|2731360|2731618|2731619|||1623305|2845163|1874589.1	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|||Skunavirus|Skunavirus sv3R16S|Lactococcus phage 3R16S strain	0.0004	vASV37.0	2845163	
1567007.1	strain	10239|2731341|2731360|2731618|2731619||2731690|187218|2733982|1567007.1	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes||Demerecviridae|Tequintavirus|Tequintavirus DT5712|Escherichia phage DT571/2 strain	0.0004	vASV80.0	2733982	
57706.2	strain	131567|2|3379134|1224|1236|91347|543|544|57706|57706.2	cellular organisms|Bacteria|Pseudomonadati|Pseudomonadota|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Citrobacter|Citrobacter braakii|Citrobacter braakii strain	0.0003	ASV816.1	2	
53442.1	strain	131567|2|1783272|1239|186801|186802|186806|1730|53442|53442.1	cellular organisms|Bacteria|Bacillati|Bacillota|Clostridia|Eubacteriales|Eubacteriaceae|Eubacterium|Eubacterium callanderi|Eubacterium callanderi strain	0.0003	ASV380.0	1730	
39483.5	strain	131567|2|1783272|1239|526524|526525|128827|1573534|39483|39483.5	cellular organisms|Bacteria|Bacillati|Bacillota|Erysipelotrichia|Erysipelotrichales|Erysipelotrichaceae|Faecalitalea|Faecalitalea cylindroides|Faecalitalea cylindroides strain	0.0003	ASV563.0	1573534	
292800.3	strain	131567|2|1783272|1239|186801|186802|216572|946234|292800|292800.3	cellular organisms|Bacteria|Bacillati|Bacillota|Clostridia|Eubacteriales|Oscillospiraceae|Flavonifractor|Flavonifractor plautii|Flavonifractor plautii strain	0.0003	ASV509.0	946234	
2742601.1	strain	131567|2|1783272|1239|91061|186826|33958|2742598|2742601|2742601.1	cellular organisms|Bacteria|Bacillati|Bacillota|Bacilli|Lactobacillales|Lactobacillaceae|Limosilactobacillus|Limosilactobacillus portuensis|Limosilactobacillus portuensis strain	0.0003	ASV265.15	33958	
1890302.1	strain	131567|2|1783272|1239|91061|1385|186817|1386|1890302|1890302.1	cellular organisms|Bacteria|Bacillati|Bacillota|Bacilli|Bacillales|Bacillaceae|Bacillus|Bacillus wiedmannii|Bacillus wiedmannii strain	0.0003	ASV226.7	1385	
51665.1	strain	131567|2|1783272|1239|91061|186826|186827|1375|51665|51665.1	cellular organisms|Bacteria|Bacillati|Bacillota|Bacilli|Lactobacillales|Aerococcaceae|Aerococcus|Aerococcus urinaeequi|Aerococcus urinaeequi strain	0.0003	ASV225.8	91061	
33037.1	strain	131567|2|1783272|1239|1737404|1737405|1570339|165779|33037|33037.1	cellular organisms|Bacteria|Bacillati|Bacillota|Tissierellia|Tissierellales|Peptoniphilaceae|Anaerococcus|Anaerococcus vaginalis|Anaerococcus vaginalis strain	0.0003	ASV615.1	165779	
504.1	strain	131567|2|3379134|1224|28216|206351|481|32257|504|504.1	cellular organisms|Bacteria|Pseudomonadati|Pseudomonadota|Betaproteobacteria|Neisseriales|Neisseriaceae|Kingella|Kingella kingae|Kingella kingae strain	0.0003	ASV668.0	28216	
32022.1	strain	131567|2|3379134|29547|3031852|213849|72294|194|197|32022.1	cellular organisms|Bacteria|Pseudomonadati|Campylobacterota|Epsilonproteobacteria|Campylobacterales|Campylobacteraceae|Campylobacter|Campylobacter jejuni|Campylobacter jejuni subsp. jejuni strain	0.0003	ASV725.16	194	
1254.1	strain	131567|2|1783272|1239|91061|186826|33958|1253|1254|1254.1	cellular organisms|Bacteria|Bacillati|Bacillota|Bacilli|Lactobacillales|Lactobacillaceae|Pediococcus|Pediococcus acidilactici|Pediococcus acidilactici strain	0.0003	ASV278.2	1253	
343874.1	strain	131567|2|3379134|976|117743|200644|2762318|59734|343874|343874.1	cellular organisms|Bacteria|Pseudomonadati|Bacteroidota|Flavobacteriia|Flavobacteriales|Weeksellaceae|Empedobacter|Empedobacter falsenii|Empedobacter falsenii strain	0.0003	ASV189.1	117743	
820.5	strain	131567|2|3379134|976|200643|171549|815|816|820|820.5	cellular organisms|Bacteria|Pseudomonadati|Bacteroidota|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides|Bacteroides uniformis|Bacteroides uniformis strain	0.0003	ASV126.15	171549	
1681.6	strain	131567|2|1783272|201174|1760|85004|31953|1678|1681|1681.6	cellular organisms|Bacteria|Bacillati|Actinomycetota|Actinomycetes|Bifidobacteriales|Bifidobacteriaceae|Bifidobacterium|Bifidobacterium bifidum|Bifidobacterium bifidum strain	0.0003	ASV64.1	201174	
820.8	strain	131567|2|3379134|976|200643|171549|815|816|820|820.8	cellular organisms|Bacteria|Pseudomonadati|Bacteroidota|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides|Bacteroides uniformis|Bacteroides uniformis strain	0.0003	ASV177.5	200643	
28116.14	strain	131567|2|3379134|976|200643|171549|815|816|28116|28116.14	cellular organisms|Bacteria|Pseudomonadati|Bacteroidota|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides|Bacteroides ovatus|Bacteroides ovatus strain	0.0003	ASV116.5	816	
1496.25	strain	131567|2|1783272|1239|186801|3082720|186804|1870884|1496|1496.25	cellular organisms|Bacteria|Bacillati|Bacillota|Clostridia|Peptostreptococcales|Peptostreptococcaceae|Clostridioides|Clostridioides difficile|Clostridioides difficile strain	0.0003	ASV370.4	3082720	
216816.21	strain	131567|2|1783272|201174|1760|85004|31953|1678|216816|216816.21	cellular organisms|Bacteria|Bacillati|Actinomycetota|Actinomycetes|Bifidobacteriales|Bifidobacteriaceae|Bifidobacterium|Bifidobacterium longum|Bifidobacterium longum strain	0.0003	ASV80.5	201174	
817.17	strain	131567|2|3379134|976|200643|171549|815|816|817|817.17	cellular organisms|Bacteria|Pseudomonadati|Bacteroidota|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides|Bacteroides fragilis|Bacteroides fragilis strain	0.0003	ASV147.12	171549	
1680.11	strain	131567|2|1783272|201174|1760|85004|31953|1678|1680|1680.11	cellular organisms|Bacteria|Bacillati|Actinomycetota|Actinomycetes|Bifidobacteriales|Bifidobacteriaceae|Bifidobacterium|Bifidobacterium adolescentis|Bifidobacterium adolescentis strain	0.0003	ASV71.4	201174	
1311.4	strain	131567|2|1783272|1239|91061|186826|1300|1301|1311|1311.4	cellular organisms|Bacteria|Bacillati|Bacillota|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus agalactiae|Streptococcus agalactiae strain	0.0003	ASV316.4	1239	
1596.5	strain	131567|2|1783272|1239|91061|186826|33958|1578|1596|1596.5	cellular organisms|Bacteria|Bacillati|Bacillota|Bacilli|Lactobacillales|Lactobacillaceae|Lactobacillus|Lactobacillus gasseri|Lactobacillus gasseri strain	0.0003	ASV596.3	1239	
1328.6	strain	131567|2|1783272|1239|91061|186826|1300|1301|1328|1328.6	cellular organisms|Bacteria|Bacillati|Bacillota|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus anginosus|Streptococcus anginosus strain	0.0003	ASV570.1	1239	
1305.7	strain	131567|2|1783272|1239|91061|186826|1300|1301|1305|1305.7	cellular organisms|Bacteria|Bacillati|Bacillota|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus sanguinis|Streptococcus sanguinis strain	0.0003	ASV420.0	1239	
1351.104	strain	131567|2|1783272|1239|91061|186826|81852|1350|1351|1351.104	cellular organisms|Bacteria|Bacillati|Bacillota|Bacilli|Lactobacillales|Enterococcaceae|Enterococcus|Enterococcus faecalis|Enterococcus faecalis strain	0.0003	ASV514.7	1239	
216816.36	strain	131567|2|1783272|201174|1760|85004|31953|1678|216816|216816.36	cellular organisms|Bacteria|Bacillati|Actinomycetota|Actinomycetes|Bifidobacteriales|Bifidobacteriaceae|Bifidobacterium|Bifidobacterium longum|Bifidobacterium longum strain	0.0003	ASV78.8	201174	
1159022	strain	131567|2|3379134|29547|3031852|213849|72293|209|210|1159022	cellular organisms|Bacteria|Pseudomonadati|Campylobacterota|Epsilonproteobacteria|Campylobacterales|Helicobacteraceae|Helicobacter|Helicobacter pylori|Helicobacter pylori GAM105Ai	0.0003			
210.2	strain	131567|2|3379134|29547|3031852|213849|72293|209|210|210.2	cellular organisms|Bacteria|Pseudomonadati|Campylobacterota|Epsilonproteobacteria|Campylobacterales|Helicobacteraceae|Helicobacter|Helicobacter pylori|Helicobacter pylori strain	0.0003	ASV554.5	2	
562.57	strain	131567|2|3379134|1224|1236|91347|543|561|562|562.57	cellular organisms|Bacteria|Pseudomonadati|Pseudomonadota|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Escherichia|Escherichia coli|Escherichia coli strain	0.0003	ASV396.6	2	
195.5	strain	131567|2|3379134|29547|3031852|213849|72294|194|195|195.5	cellular organisms|Bacteria|Pseudomonadati|Campylobacterota|Epsilonproteobacteria|Campylobacterales|Campylobacteraceae|Campylobacter|Campylobacter coli|Campylobacter coli strain	0.0003	ASV488.9	2	
57743.9	strain	131567|2|3379134|1224|1236|91347|543|590|28901|57743.9	cellular organisms|Bacteria|Pseudomonadati|Pseudomonadota|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Salmonella|Salmonella enterica|Salmonella enterica subsp. enterica serovar Weltevreden strain	0.0003	ASV74.9	2	
823.23	strain	131567|2|3379134|976|200643|171549|2005525|375288|823|823.23	cellular organisms|Bacteria|Pseudomonadati|Bacteroidota|Bacteroidia|Bacteroidales|Tannerellaceae|Parabacteroides|Parabacteroides distasonis|Parabacteroides distasonis strain	0.0003	ASV331.12	2	
548.4	strain	131567|2|3379134|1224|1236|91347|543|570|548|548.4	cellular organisms|Bacteria|Pseudomonadati|Pseudomonadota|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Klebsiella|Klebsiella aerogenes|Klebsiella aerogenes strain	0.0003	ASV713.15	2	
457392.1	strain	131567|2|3379134|976|200643|171549|815|816|457392|457392.1	cellular organisms|Bacteria|Pseudomonadati|Bacteroidota|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides|Bacteroides sp. 3_2_5|Bacteroides sp. 3_2_5 strain	0.0003	ASV148.11	171549	
1604356.1	strain	10239|2731341|2731360|2731618|2731619||2842329|1920753|1920758|1604356.1	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes||Schitoviridae|Gamaleyavirus|Gamaleyavirus ECBP1|Escherichia phage ECBP1 strain	0.0003	vASV85.0	1920758	
3047961.1	strain	10239|2731342|2732092|2732416|2732423|2732536|39724|742914|3047961|3047961.1	Viruses|Monodnaviria|Shotokuvirae|Cressdnaviricota|Arfiviricetes|Cirlivirales|Circoviridae|Cyclovirus|Cyclovirus manukha|Cyclovirus manukha strain	0.0003	hvASV21.0	3047961	
2589652.1	strain	10239|2731341|2731360|2731618|2731619||2731691|2842728|2844204|2589652.1	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes||Drexlerviridae|Henuseptimavirus|Henuseptimavirus henu7|Escherichia phage Henu7 strain	0.0002	vASV84.0	2844204	
2029662.1	strain	10239|2731341|2731360|2731618|2731619|||1623305|2845161|2029662.1	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|||Skunavirus|Skunavirus sv38503|Lactococcus phage 38503 strain	0.0000	hvASV20.3	10239	
698486.1	strain	10239|2731341|2731360|2731618|2731619||3424670|1910992|1911008|698486.1	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes||Sarkviridae|Kagunavirus|Kagunavirus K1G|Escherichia phage K1G strain	0.0000	hvASV12.0	10239	
10760.1	strain	10239|2731341|2731360|2731618|2731619|3420540|3424637|110456|1985738|10760.1	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|Autographivirales|Autotranscriptaviridae|Teseptimavirus|Teseptimavirus T7|Escherichia phage T7 strain	0.0000	hvASV12.2	10239	
2315628.1	strain	10239|2731341|2731360|2731618|2731619|3420540|3424636|3424936|3432179|2315628.1	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|Autographivirales|Autosignataviridae|Rodentiumvirus|Rodentiumvirus LL11|Escherichia phage LL11 strain	0.0000	hvASV12.3	10239	
1476889.1	strain	10239|2731341|2731360|2731618|2731619|||2843430|2845433|1476889.1	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|||Nevevirus|Nevevirus P162|Lactococcus phage P162 strain	0.0000	hvASV12.4	10239	
2675263.1	strain	10239|2731341|2731360|2731618|2731619|||186532|2845439|2675263.1	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|||Ceduovirus|Ceduovirus PCB1|Lactococcus phage PC_B1 strain	0.0000	hvASV12.5	10239	
1206300.1	strain	10239|2559587|2732396|2732407|2842243|2842247|2842319|2842717|2844808|1206300.1	Viruses|Riboviria|Orthornavirae|Lenarviricota|Leviviricetes|Norzivirales|Fiersviridae|Hagavirus|Hagavirus psychrophilum|Enterobacteria phage Hgal1 strain	0.0000	hvASV12.6	10239	
2675249.1	strain	10239|2731341|2731360|2731618|2731619|||1623305|2845395|2675249.1	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|||Skunavirus|Skunavirus CHPC361|Lactococcus phage CHPC361 strain	0.0000	hvASV12.7	10239	
2555548.1	strain	10239|2731341|2731360|2731618|2731619|||2843421|2846388|2555548.1	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|||Menderavirus|Menderavirus IMESM1|Stenotrophomonas phage YB07 strain	0.0000	hvASV12.8	10239	
414970.1	strain	10239|2731341|2731360|2731618|2731619||||414970|414970.1	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes||||Enterobacteria phage cdtI|Enterobacteria phage cdtI strain	0.0000	hvASV12.9	10239	
10658.1	strain	10239|2732004|2732005|2732008|2732529|2732558|10656|2169669|2169700|10658.1	Viruses|Varidnaviria|Bamfordvirae|Preplasmiviricota|Tectiliviricetes|Kalamavirales|Tectiviridae|Alphatectivirus|Alphatectivirus PRD1|Enterobacteria phage PRD1 strain	0.0000	hvASV39.0	10239	
2315527.1	strain	10239|2731341|2731360|2731618|2731619|||2948775|2956036|2315527.1	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|||Justusliebigvirus|Justusliebigvirus PD06|Escherichia phage vB_vPM_PD06 strain	0.0000	hvASV39.2	10239	
1933110.1	strain	10239|2731341|2731360|2731618|2731619|3420540|3424637|2732686|2733637|1933110.1	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|Autographivirales|Autotranscriptaviridae|Kayfunavirus|Kayfunavirus F|Escherichia phage vB_EcoP_F strain	0.0000	hvASV39.4	10239	
1965367.1	strain	10239|2731341|2731360|2731618|2731619|||2733127|1965367|1965367.1	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|||Rosemountvirus|Escherichia phage HP3|Escherichia phage HP3 strain	0.0000	hvASV39.6	10239	
1054480.1	strain	10239|2731341|2731360|2731618|2731619|3420545|2946170|10663|2956504|1054480.1	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|Pantevenvirales|Straboviridae|Tequatrovirus|Tequatrovirus vtec|Escherichia phage wV7 strain	0.0000	hvASV39.7	10239	
2681625.1	strain	10239|2731341|2731360|2731618|2731619||3044455|1623303|78541|2681625.1	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes||Aliceevansviridae|Brussowvirus|Brussowvirus Sfi11|Streptococcus phage Sfi11 strain	0.0000	hvASV39.8	10239	
1054834.1	strain	10239|2731341|2731360|2731618|2731619|3420545|2946170|10663|1914200|1054834.1	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|Pantevenvirales|Straboviridae|Tequatrovirus|Tequatrovirus ime09|Escherichia phage ime09 strain	0.0000	hvASV39.9	10239	
1173297.1	strain	10239|2731341|2731360|2731618|2731619||||1173297|1173297.1	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes||||Halocynthia phage JM-2012|Halocynthia phage JM-2012 strain	0.0000	hvASV39.11	10239	
3003366.1	strain	10239|2731341|2731360|2731618|2731619||2731689|2732960|3427808|3003366.1	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes||Chaseviridae|Carltongylesvirus|Carltongylesvirus DE15|Escherichia phage vB_EcoM_DE15 strain	0.0000	hvASV39.12	10239	
2502306.1	strain	10239|2731341|2731360|2731618|2731619|3420545|2946170|10663|2844199|2502306.1	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|Pantevenvirales|Straboviridae|Tequatrovirus|Tequatrovirus gee4507|Escherichia phage vB_EcoM_G4507 strain	0.0000	vASV11.0	10663	
2724310.1	strain	10239|2731341|2731360|2731618|2731619|3420545|2946170|10663|2844206|2724310.1	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|Pantevenvirales|Straboviridae|Tequatrovirus|Tequatrovirus ime537|Escherichia phage vB_EcoM_IME537 strain	0.0000	vASV11.1	10663	
2321390.1	strain	10239|2731341|2731360|2731618|2731619|3420545|2946170|10663|2846680|2321390.1	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|Pantevenvirales|Straboviridae|Tequatrovirus|Tequatrovirus pyps2t|Yersinia phage PYPS2T strain	0.0000	vASV11.3	10663	
2060720.1	strain	10239|2731341|2731360|2731618|2731619|3420545|2946170|10663|2844229|2060720.1	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|Pantevenvirales|Straboviridae|Tequatrovirus|Tequatrovirus pp01|Escherichia phage PP01 strain	0.0000	vASV11.4	10663	
1141141.1	strain	10239|2731341|2731360|2731618|2731619|3420545|2946170|10663|1914204|1141141.1	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|Pantevenvirales|Straboviridae|Tequatrovirus|Tequatrovirus c40|Escherichia phage vB_EcoM_ACG-C40 strain	0.0000	vASV11.5	10663	
2502303.1	strain	10239|2731341|2731360|2731618|2731619|3420545|2946170|10663|2844200|2502303.1	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|Pantevenvirales|Straboviridae|Tequatrovirus|Tequatrovirus gee50|Escherichia phage vB_EcoM_G50 strain	0.0000	vASV11.6	10663	
1932889.1	strain	10239|2731341|2731360|2731618|2731619|3420545|2946170|10663|3060729|1932889.1	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|Pantevenvirales|Straboviridae|Tequatrovirus|Tequatrovirus yueel1|Escherichia phage YUEEL01 strain	0.0000	vASV11.7	10663	
2576882.1	strain	10239|2731341|2731360|2731618|2731619|3420545|2946170|10663|2844191|2576882.1	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|Pantevenvirales|Straboviridae|Tequatrovirus|Tequatrovirus ecnp1|Escherichia phage EcNP1 strain	0.0000	vASV11.8	10663	
2081604.1	strain	10239|2731341|2731360|2731618|2731619|3420545|2946170|10663|2844196|2081604.1	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|Pantevenvirales|Straboviridae|Tequatrovirus|Tequatrovirus ecomg28|Escherichia phage vB_EcoM-G28 strain	0.0000	vASV11.9	10663	
709484.1	strain	10239|2731341|2731360|2731618|2731619|3420545|2946170|1913650|1913656|709484.1	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|Pantevenvirales|Straboviridae|Karamvirus|Karamvirus cc31|Enterobacter phage CC31 strain	0.0000	hvASV10.0	10239	
31754.1	strain	10239|2731341|2731360|2731618|2731619|||2843449|2845191|31754.1	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|||Sandinevirus|Sandinevirus BK5T|Lactococcus phage BK5-T strain	0.0000	hvASV10.2	10239	
1649239.1	strain	10239|2731341|2731360|2731618|2731619||2946167|140410|2560458|1649239.1	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes||Peduoviridae|Peduovirus|Peduovirus pro147|Escherichia phage pro147 strain	0.0000	hvASV10.3	10239	
2762429.1	strain	10239|2731341|2731360|2731618|2731619||3424670|1910992|2762429|2762429.1	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes||Sarkviridae|Kagunavirus|Escherichia phage vB_EcoS_fPoEco01|Escherichia phage vB_EcoS_fPoEco01 strain	0.0000	hvASV10.4	10239	
2589658.1	strain	10239|2731341|2731360|2731618|2731619||2731689|2732960|2844212|2589658.1	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes||Chaseviridae|Carltongylesvirus|Carltongylesvirus mangalitsa|Escherichia phage Mangalitsa strain	0.0000	hvASV10.5	10239	
