taxid	rank	pct	classification	pct_gs	sample	tool
2565930	species	4e-06	FP		16	metascope_toy.profile
2569097	genus	0.000564	FP		16	metascope_toy.profile
2579922	species	0.000102	FP		16	metascope_toy.profile
2582419	species	8e-06	FP		16	metascope_toy.profile
2583452	species	0.000522	FP		16	metascope_toy.profile
2583810	species	0.000154	FP		16	metascope_toy.profile
2584566	species		FN	0.0059	16	metascope_toy.profile
2584566.1	strain		FN	0.0059	16	metascope_toy.profile
2584601	species		FN	0.3028	16	metascope_toy.profile
2584601.1	strain		FN	0.3028	16	metascope_toy.profile
2584944	species	1.5e-05	FP		16	metascope_toy.profile
2585118	species	0.000355	FP		16	metascope_toy.profile
2585119	species	0.000614	FP		16	metascope_toy.profile
2585198	species	1.2e-05	FP		16	metascope_toy.profile
2587528	species	2.9e-05	FP		16	metascope_toy.profile
2587529	species	1.8e-05	FP		16	metascope_toy.profile
2588991	species	0.00123	FP		16	metascope_toy.profile
2589788	species	0.021221	FP		16	metascope_toy.profile
2590453	species	2.6e-05	FP		16	metascope_toy.profile
259059	species	1.7e-05	FP		16	metascope_toy.profile
2590867	species	0.000485	FP		16	metascope_toy.profile
2591381	genus	0.015325	FP		16	metascope_toy.profile
2592333	species	0.004513	FP		16	metascope_toy.profile
2594882	species	0.000659	FP		16	metascope_toy.profile
2597270	species	1.4e-05	FP		16	metascope_toy.profile
2601703	species	6.4e-05	FP		16	metascope_toy.profile
2603322	family	7e-05	FP		16	metascope_toy.profile
2604158	species	0.000214	FP		16	metascope_toy.profile
2604832	species	3e-06	FP		16	metascope_toy.profile
2605433	species	8e-06	FP		16	metascope_toy.profile
2605435	phylum	2.1e-05	FP		16	metascope_toy.profile
2605638	species	1.3e-05	FP		16	metascope_toy.profile
2605778	species	0.003584	FP		16	metascope_toy.profile
2605781	species	2.4e-05	FP		16	metascope_toy.profile
2605790	species	8.1e-05	FP		16	metascope_toy.profile
2606633	species	0.001016	FP		16	metascope_toy.profile
2606634	species	0.000106	FP		16	metascope_toy.profile
2606635	species	0.013437	FP		16	metascope_toy.profile
2606637	species	5e-06	FP		16	metascope_toy.profile
2607614	species	0.000203	FP		16	metascope_toy.profile
2607659	species	7.2e-05	FP		16	metascope_toy.profile
2607660	species	4e-06	FP		16	metascope_toy.profile
2608355	species	3e-06	FP		16	metascope_toy.profile
2608404	species	3e-05	FP		16	metascope_toy.profile
2608629	species	1e-05	FP		16	metascope_toy.profile
2608867	species	0.013395	FP		16	metascope_toy.profile
261299	species	0.00018	FP		16	metascope_toy.profile
2615184	species	0.000446	TP	0.0008	16	metascope_toy.profile
2615184.1	strain		FN	0.0008	16	metascope_toy.profile
263510	genus	0.000786	FP		16	metascope_toy.profile
264995	genus	2.8e-05	FP		16	metascope_toy.profile
265	genus	2e-05	FP		16	metascope_toy.profile
2650157	species	0.000415	FP		16	metascope_toy.profile
2650158	species	0.000822	FP		16	metascope_toy.profile
2650922	family	7.5e-05	FP		16	metascope_toy.profile
2650923	genus	7.5e-05	FP		16	metascope_toy.profile
2650924	species	7.5e-05	FP		16	metascope_toy.profile
2652274	species	0.000951	TP	0.0231	16	metascope_toy.profile
2652274.1	strain		FN	0.0231	16	metascope_toy.profile
2652276	species	1.6e-05	FP		16	metascope_toy.profile
2652292	species	0.000188	FP		16	metascope_toy.profile
2652309	species	0.000115	FP		16	metascope_toy.profile
2653932	species	0.004179	FP		16	metascope_toy.profile
2656746	species	0.000133	FP		16	metascope_toy.profile
265975	genus	6.5e-05	FP		16	metascope_toy.profile
2662142	genus	0.000362	FP		16	metascope_toy.profile
2665155	species	2e-06	FP		16	metascope_toy.profile
2666183	species	3.2e-05	FP		16	metascope_toy.profile
2668065	species	1.7e-05	FP		16	metascope_toy.profile
2675232	genus	5.9e-05	FP		16	metascope_toy.profile
2675325	species	0.000188	FP		16	metascope_toy.profile
267633	species	0.000174	FP		16	metascope_toy.profile
2678884	genus	0.034316	FP		16	metascope_toy.profile
2678885	genus	0.000728	FP		16	metascope_toy.profile
267890	family	0.000833	FP		16	metascope_toy.profile
267893	family	4.5e-05	FP		16	metascope_toy.profile
2681861	species	0.003561	FP		16	metascope_toy.profile
2682482	order	2e-05	FP		16	metascope_toy.profile
2683202	genus	0.002788	FP		16	metascope_toy.profile
268346	species	1.9e-05	FP		16	metascope_toy.profile
2685834	species	0.000356	FP		16	metascope_toy.profile
2686067	species	0.000391	FP		16	metascope_toy.profile
2690837	species	1e-05	FP		16	metascope_toy.profile
2692629	species	5.8e-05	FP		16	metascope_toy.profile
2697499	species	6e-06	FP		16	metascope_toy.profile
2699427	species	7.7e-05	FP		16	metascope_toy.profile
270	genus	8e-06	FP		16	metascope_toy.profile
270249	species	0.000659	FP		16	metascope_toy.profile
2703884	species	4e-06	FP		16	metascope_toy.profile
2704949	order	1.9e-05	FP		16	metascope_toy.profile
270498	species	0.000137	FP		16	metascope_toy.profile
2705293	species	7e-06	FP		16	metascope_toy.profile
2709671	genus	6e-06	FP		16	metascope_toy.profile
2710591	species	1.3e-05	FP		16	metascope_toy.profile
2712270	family	2.2e-05	FP		16	metascope_toy.profile
2712271	genus	2.2e-05	FP		16	metascope_toy.profile
2713174	species	3.5e-05	FP		16	metascope_toy.profile
2713419	species	0.000362	FP		16	metascope_toy.profile
2713500	species	5.3e-05	FP		16	metascope_toy.profile
2714353	species	46.331958	TP	6.6673	16	metascope_toy.profile
2714353.1	strain		FN	6.6673	16	metascope_toy.profile
2714355	species	0.001002	TP	0.0013	16	metascope_toy.profile
2714355.1	strain		FN	0.0013	16	metascope_toy.profile
2714358	species	0.000362	FP		16	metascope_toy.profile
2715212	species	0.001066	FP		16	metascope_toy.profile
2716335	species	1.4e-05	FP		16	metascope_toy.profile
271881	species	0.003383	FP		16	metascope_toy.profile
2719231	genus	0.000338	FP		16	metascope_toy.profile
2719313	genus	0.071056	TP	0.0889	16	metascope_toy.profile
2721119	genus	0.004184	FP		16	metascope_toy.profile
2722702	species	8.2e-05	FP		16	metascope_toy.profile
2725493	species	1.3e-05	FP		16	metascope_toy.profile
2725494	species	3.1e-05	FP		16	metascope_toy.profile
272559	strain	2.13821	FP		16	metascope_toy.profile
2726362	species	0.004396	FP		16	metascope_toy.profile
2726741	species	1.3e-05	FP		16	metascope_toy.profile
2726742	species	5.3e-05	FP		16	metascope_toy.profile
2726810	genus	0.001599	FP		16	metascope_toy.profile
2726954	species	4.3e-05	FP		16	metascope_toy.profile
273131	species	8e-06	FP		16	metascope_toy.profile
27334	species	4.8e-05	FP		16	metascope_toy.profile
273371	species	1.7e-05	FP		16	metascope_toy.profile
273372	species	2e-06	FP		16	metascope_toy.profile
2736289	species	8.4e-05	FP		16	metascope_toy.profile
2736290	species	0.000209	FP		16	metascope_toy.profile
2736294	species	7e-06	FP		16	metascope_toy.profile
2736608	species	0.000707	FP		16	metascope_toy.profile
2737	genus	0.000292	FP		16	metascope_toy.profile
2738405	species	7e-06	FP		16	metascope_toy.profile
2738446	species	1.7e-05	FP		16	metascope_toy.profile
2739389	species	0.001685	FP		16	metascope_toy.profile
2740579	species	1.1e-05	FP		16	metascope_toy.profile
2742598	genus	0.000104	FP		16	metascope_toy.profile
2742601	species	3.3e-05	FP		16	metascope_toy.profile
2743469	species	0.000359	FP		16	metascope_toy.profile
2743582	genus	8e-06	FP		16	metascope_toy.profile
274591	genus	9e-06	FP		16	metascope_toy.profile
2747601	species	4.5e-05	FP		16	metascope_toy.profile
2748301	species	0.00295	FP		16	metascope_toy.profile
2749267	genus	0.000522	FP		16	metascope_toy.profile
2749846	genus	0.028821	FP		16	metascope_toy.profile
2751153.1	strain		FN	0.1581	16	metascope_toy.profile
2755051	species	0.000248	FP		16	metascope_toy.profile
2758443	species	0.000344	FP		16	metascope_toy.profile
2759	domain	0.849251	TP	2.0	16	metascope_toy.profile
2759736	genus	0.105259	TP	0.1876	16	metascope_toy.profile
2762212	species	2.4e-05	FP		16	metascope_toy.profile
2762213	species	6e-06	FP		16	metascope_toy.profile
2762223	species	0.000123	FP		16	metascope_toy.profile
2762229	species	0.000133	FP		16	metascope_toy.profile
2763013	species	2.8e-05	FP		16	metascope_toy.profile
2763014	species	0.000665	FP		16	metascope_toy.profile
2763015	species	6.6e-05	FP		16	metascope_toy.profile
2763017	species	0.034316	FP		16	metascope_toy.profile
2763021	species	0.000714	FP		16	metascope_toy.profile
2763023	species	1.40001	FP		16	metascope_toy.profile
2763025	species	0.016345	FP		16	metascope_toy.profile
2763026	species	1.4e-05	FP		16	metascope_toy.profile
2763027	species	0.000987	FP		16	metascope_toy.profile
2763028	species	0.000116	FP		16	metascope_toy.profile
2763030	species	0.004969	FP		16	metascope_toy.profile
2763032	species	0.000118	FP		16	metascope_toy.profile
2763038	species	1.438317	FP		16	metascope_toy.profile
2763040	species	0.004121	FP		16	metascope_toy.profile
2763042	species	0.005945	FP		16	metascope_toy.profile
2763043	species	0.000339	FP		16	metascope_toy.profile
2763045	species	0.019534	FP		16	metascope_toy.profile
2763047	species	0.000432	FP		16	metascope_toy.profile
2763048	species	0.000496	FP		16	metascope_toy.profile
2763050	species	0.000774	FP		16	metascope_toy.profile
2763053	species	7e-06	FP		16	metascope_toy.profile
2763054	species	0.000267	FP		16	metascope_toy.profile
2763056	species	0.000111	FP		16	metascope_toy.profile
2763057	species	0.000582	FP		16	metascope_toy.profile
2763059	species	5.6e-05	FP		16	metascope_toy.profile
2763061	species	0.001539	FP		16	metascope_toy.profile
2763062	species	0.000207	FP		16	metascope_toy.profile
2763063	species	0.000525	FP		16	metascope_toy.profile
2763064	species	0.005008	FP		16	metascope_toy.profile
2763065	species	0.011978	FP		16	metascope_toy.profile
2763066	species	0.000143	FP		16	metascope_toy.profile
2763067	species	0.0007	FP		16	metascope_toy.profile
2763644	species	0.00015	FP		16	metascope_toy.profile
2763656	species	0.000115	FP		16	metascope_toy.profile
2763658	species	0.002116	FP		16	metascope_toy.profile
2763659	species	0.004022	FP		16	metascope_toy.profile
2763661	species	8e-05	FP		16	metascope_toy.profile
2763662	species	0.000682	FP		16	metascope_toy.profile
2763664	species	0.002174	FP		16	metascope_toy.profile
2763667	species	0.000162	FP		16	metascope_toy.profile
2763668	species	2.1e-05	FP		16	metascope_toy.profile
2763669	species	0.015807	FP		16	metascope_toy.profile
2763670	species	0.000672	FP		16	metascope_toy.profile
2763671	species	0.000452	FP		16	metascope_toy.profile
2763672	species	0.009022	FP		16	metascope_toy.profile
2763673	species	0.001135	FP		16	metascope_toy.profile
2763675	species	0.005862	FP		16	metascope_toy.profile
2763677	species	3.1e-05	FP		16	metascope_toy.profile
2763679	species	7e-06	FP		16	metascope_toy.profile
2764317	genus	9e-06	FP		16	metascope_toy.profile
2764322	species	9e-06	FP		16	metascope_toy.profile
2764323	species	0.008727	FP		16	metascope_toy.profile
2764325	species	0.028525	FP		16	metascope_toy.profile
2764327	species	2.5e-05	FP		16	metascope_toy.profile
2764329	species	4e-05	FP		16	metascope_toy.profile
2764330	species	7.7e-05	FP		16	metascope_toy.profile
2764712	species	0.000331	FP		16	metascope_toy.profile
2766479	species	3.4e-05	FP		16	metascope_toy.profile
2766578	species	0.000409	FP		16	metascope_toy.profile
2767842	genus	0.159267	TP	0.2576	16	metascope_toy.profile
2767876	genus	5.6e-05	FP		16	metascope_toy.profile
2767879	genus	0.000313	FP		16	metascope_toy.profile
2767882	genus	1.8e-05	FP		16	metascope_toy.profile
2767884	genus	0.000132	FP		16	metascope_toy.profile
2767886	genus	0.000298	FP		16	metascope_toy.profile
2767888	genus	1.7e-05	FP		16	metascope_toy.profile
2767889	genus	0.000629	FP		16	metascope_toy.profile
2767890	genus	1.2e-05	FP		16	metascope_toy.profile
2767891	genus	6e-06	FP		16	metascope_toy.profile
2767892	genus	0.000208	FP		16	metascope_toy.profile
2767893	genus	5.6e-05	FP		16	metascope_toy.profile
2773426	species	2.4e-05	FP		16	metascope_toy.profile
2779351	species	0.001708	FP		16	metascope_toy.profile
2779352	species	2.7e-05	FP		16	metascope_toy.profile
2779518	species	6.2e-05	FP		16	metascope_toy.profile
2780922	species	2.9e-05	FP		16	metascope_toy.profile
2781224	species	1.5e-05	FP		16	metascope_toy.profile
2781599	species	9e-06	FP		16	metascope_toy.profile
2785629	species	5.5e-05	FP		16	metascope_toy.profile
2786956	species	0.000104	FP		16	metascope_toy.profile
2787078	species		FN	0.0008	16	metascope_toy.profile
2787078.1	strain		FN	0.0008	16	metascope_toy.profile
2791986	species	2.3e-05	FP		16	metascope_toy.profile
2792075	genus	4.2e-05	FP		16	metascope_toy.profile
2797505	species	2.9e-05	FP		16	metascope_toy.profile
2797506	species	7.1e-05	FP		16	metascope_toy.profile
2799439	genus	1.5e-05	FP		16	metascope_toy.profile
2799577	species	0.000116	FP		16	metascope_toy.profile
2799638	species	6e-06	FP		16	metascope_toy.profile
2800384	genus	7e-06	FP		16	metascope_toy.profile
2800387	species	7.5e-05	FP		16	metascope_toy.profile
2802295	genus	0.000214	FP		16	metascope_toy.profile
28025	species	0.010192	TP	0.0152	16	metascope_toy.profile
28026	species	0.002851	TP	0.0021	16	metascope_toy.profile
28026.20	strain		FN	0.0013	16	metascope_toy.profile
28026.8	strain		FN	0.0008	16	metascope_toy.profile
28037	species	0.0001	FP		16	metascope_toy.profile
2803850	genus	0.003394	FP		16	metascope_toy.profile
28039	species	1.2e-05	FP		16	metascope_toy.profile
28050	genus	0.000311	FP		16	metascope_toy.profile
28056	family	0.000265	FP		16	metascope_toy.profile
2810280	family	0.030448	TP	0.0072	16	metascope_toy.profile
2810281	family	0.012598	TP	0.0211	16	metascope_toy.profile
28111	species	0.000429	FP		16	metascope_toy.profile
28113	species	4.5e-05	FP		16	metascope_toy.profile
2811390	genus	0.003561	FP		16	metascope_toy.profile
28116	species	0.010883	TP	0.0494	16	metascope_toy.profile
28116.6	strain		FN	0.0494	16	metascope_toy.profile
28117	species	0.007106	FP		16	metascope_toy.profile
28118	species	0.112863	TP	0.1982	16	metascope_toy.profile
28118.1	strain		FN	0.1982	16	metascope_toy.profile
2812006	family	1e-05	FP		16	metascope_toy.profile
28126	species	5.6e-05	FP		16	metascope_toy.profile
28129	species	0.061134	TP	0.1177	16	metascope_toy.profile
28129.1	strain		FN	0.1177	16	metascope_toy.profile
28130	species	3.4e-05	FP		16	metascope_toy.profile
28131	species	1.9e-05	FP		16	metascope_toy.profile
28132	species	8.1e-05	FP		16	metascope_toy.profile
28133	species	0.000105	FP		16	metascope_toy.profile
2813348	genus	0.001919	FP		16	metascope_toy.profile
28134	species	8e-06	FP		16	metascope_toy.profile
28135	species	8.4e-05	FP		16	metascope_toy.profile
28136	species	2.3e-05	FP		16	metascope_toy.profile
28137	species	0.000429	FP		16	metascope_toy.profile
28138	genus	0.00158	FP		16	metascope_toy.profile
28139	species	0.00158	FP		16	metascope_toy.profile
2814934	genus	6.4e-05	FP		16	metascope_toy.profile
2815324	species	7e-06	FP		16	metascope_toy.profile
2815358	species	5e-06	FP		16	metascope_toy.profile
2815723	species	4.7e-05	FP		16	metascope_toy.profile
2815733	species	0.000538	FP		16	metascope_toy.profile
2815774	genus	0.000188	FP		16	metascope_toy.profile
2815777	genus	0.001016	FP		16	metascope_toy.profile
2815780	genus	0.000106	FP		16	metascope_toy.profile
2815781	genus	0.013818	FP		16	metascope_toy.profile
2816080	species	5.9e-05	FP		16	metascope_toy.profile
2818505	phylum	0.000461	FP		16	metascope_toy.profile
2819233	species	4.3e-05	FP		16	metascope_toy.profile
2819619	species	0.000533	FP		16	metascope_toy.profile
2819717	species		FN	1.2086	16	metascope_toy.profile
2819717.1	strain		FN	1.2086	16	metascope_toy.profile
2820263	genus	7.7e-05	FP		16	metascope_toy.profile
28211	class	0.006348	FP		16	metascope_toy.profile
28216	class	0.007736	TP	0.5701	16	metascope_toy.profile
2821832	family	5e-06	FP		16	metascope_toy.profile
2821833	genus	5e-06	FP		16	metascope_toy.profile
2822463	genus	0.00446	FP		16	metascope_toy.profile
2823237	genus	0.000154	FP		16	metascope_toy.profile
282402	species	0.001874	FP		16	metascope_toy.profile
28256	family	7.5e-05	FP		16	metascope_toy.profile
283	genus	0.001774	TP	0.0021	16	metascope_toy.profile
283168	genus	0.112896	TP	0.1982	16	metascope_toy.profile
283354	species	3e-05	FP		16	metascope_toy.profile
2834112	species	0.003377	FP		16	metascope_toy.profile
2834113	species	0.001407	FP		16	metascope_toy.profile
2834348	genus	7e-06	FP		16	metascope_toy.profile
2834432	species	2.6e-05	FP		16	metascope_toy.profile
283686	species	1.6e-05	FP		16	metascope_toy.profile
2837507	genus	1.3e-05	FP		16	metascope_toy.profile
2838249	species	1.2e-05	FP		16	metascope_toy.profile
2838426	species	0.001581	FP		16	metascope_toy.profile
2838470	species	0.002775	FP		16	metascope_toy.profile
2838522	species	3.8e-05	FP		16	metascope_toy.profile
2838947	species	0.000137	FP		16	metascope_toy.profile
2839743	species	0.051952	FP		16	metascope_toy.profile
2839759	species	0.000378	FP		16	metascope_toy.profile
2840573	genus	6.5e-05	FP		16	metascope_toy.profile
2840588	genus	0.003476	FP		16	metascope_toy.profile
2841061	species	8.4e-05	FP		16	metascope_toy.profile
2841504	species	7e-06	FP		16	metascope_toy.profile
2841509	species	0.000179	FP		16	metascope_toy.profile
2841925	species	7e-06	FP		16	metascope_toy.profile
2842531	genus	5.3e-05	FP		16	metascope_toy.profile
2845253	family	1.3e-05	FP		16	metascope_toy.profile
28453	genus	8e-06	FP		16	metascope_toy.profile
2847307	genus	0.000129	FP		16	metascope_toy.profile
2847313	genus	0.000114	FP		16	metascope_toy.profile
2847314	genus	0.000761	FP		16	metascope_toy.profile
2849660	genus	3.4e-05	FP		16	metascope_toy.profile
2850322	species	6.5e-05	FP		16	metascope_toy.profile
2850323	species	0.000148	FP		16	metascope_toy.profile
2853160	species	0.000239	FP		16	metascope_toy.profile
2854170	family	0.000126	FP		16	metascope_toy.profile
28556	family	4.3e-05	FP		16	metascope_toy.profile
28564	species	2e-06	FP		16	metascope_toy.profile
28568	family	0.072856	TP	0.1141	16	metascope_toy.profile
286	genus	0.001472	TP	0.0021	16	metascope_toy.profile
287	species	0.001276	TP	0.0021	16	metascope_toy.profile
287.1	strain		FN	0.0021	16	metascope_toy.profile
2870713	genus	1.4e-05	FP		16	metascope_toy.profile
2877527	species	0.000472	FP		16	metascope_toy.profile
2880704	species	6.5e-05	FP		16	metascope_toy.profile
2881258	species	0.024335	FP		16	metascope_toy.profile
2881264	species	0.005929	FP		16	metascope_toy.profile
2881276	species	0.000704	FP		16	metascope_toy.profile
2883104	species	5.6e-05	FP		16	metascope_toy.profile
2884243	genus	4e-06	FP		16	metascope_toy.profile
2884250	species	4e-06	FP		16	metascope_toy.profile
2885348	species	0.004236	FP		16	metascope_toy.profile
2885351	species	0.000742	FP		16	metascope_toy.profile
2885352	species	0.000334	FP		16	metascope_toy.profile
2885356	species	8e-06	FP		16	metascope_toy.profile
2885357	species	6.2e-05	FP		16	metascope_toy.profile
2885361	species	0.02316	FP		16	metascope_toy.profile
288669	species	0.000198	FP		16	metascope_toy.profile
2887326	order	0.000383	FP		16	metascope_toy.profile
2888525	species	0.000489	FP		16	metascope_toy.profile
2888809	genus	6e-06	FP		16	metascope_toy.profile
28890	phylum	9.2e-05	FP		16	metascope_toy.profile
28901	species	0.871274	TP	0.1527	16	metascope_toy.profile
2890315	species	9e-06	FP		16	metascope_toy.profile
2890318	species	7e-06	FP		16	metascope_toy.profile
2891324	genus	4e-06	FP		16	metascope_toy.profile
2891570	species	1.3e-05	FP		16	metascope_toy.profile
2892396	genus	46.333012	TP	6.6686	16	metascope_toy.profile
2892397	genus	0.000362	FP		16	metascope_toy.profile
2893029	genus	0.000248	FP		16	metascope_toy.profile
2893059	genus	1.4e-05	FP		16	metascope_toy.profile
2893095	genus	0.003041	FP		16	metascope_toy.profile
2894201	species	0.001973	FP		16	metascope_toy.profile
2895461	genus	0.000318	FP		16	metascope_toy.profile
2896850	species	0.000371	FP		16	metascope_toy.profile
2897391	species	5e-06	FP		16	metascope_toy.profile
2899543	genus	0.000462	FP		16	metascope_toy.profile
2899544	species	0.000462	FP		16	metascope_toy.profile
2899785	species	0.000328	FP		16	metascope_toy.profile
29	order	0.000461	FP		16	metascope_toy.profile
290052	species	0.000264	FP		16	metascope_toy.profile
290053	species	0.000205	FP		16	metascope_toy.profile
290055	species	6.5e-05	FP		16	metascope_toy.profile
2901189	genus	5.5e-05	FP		16	metascope_toy.profile
2901416	genus	0.000412	FP		16	metascope_toy.profile
2901869	species	5e-06	FP		16	metascope_toy.profile
290338	strain	4.3e-05	FP		16	metascope_toy.profile
2903556	species	1.6e-05	FP		16	metascope_toy.profile
2908007	species	6e-06	FP		16	metascope_toy.profile
2909341	species	6.9e-05	FP		16	metascope_toy.profile
2911684	genus	0.000359	FP		16	metascope_toy.profile
2914984	species	2.5e-05	FP		16	metascope_toy.profile
291644	species	0.015808	TP	0.0013	16	metascope_toy.profile
291644.2	strain		FN	0.0013	16	metascope_toy.profile
2916441	species	2.3e-05	FP		16	metascope_toy.profile
291645	species	0.002665	FP		16	metascope_toy.profile
2916678	order	0.177782	TP	0.2732	16	metascope_toy.profile
2917831	genus	6.1e-05	FP		16	metascope_toy.profile
2918511	genus	0.000939	FP		16	metascope_toy.profile
2918836	genus	6e-06	FP		16	metascope_toy.profile
2919092	genus	1.4e-05	FP		16	metascope_toy.profile
2919913	species	5.4e-05	FP		16	metascope_toy.profile
2919919	species	0.000412	FP		16	metascope_toy.profile
2920380	species	0.00012	FP		16	metascope_toy.profile
2924040	species	4.3e-05	FP		16	metascope_toy.profile
292480	genus	5.1e-05	FP		16	metascope_toy.profile
292632	genus	4.7e-05	FP		16	metascope_toy.profile
2926519	species	7.6e-05	FP		16	metascope_toy.profile
2927224	species	0.017816	FP		16	metascope_toy.profile
2927804	species	7.4e-05	FP		16	metascope_toy.profile
292800	species	0.008971	TP	0.0067	16	metascope_toy.profile
292800.3	strain		FN	0.0067	16	metascope_toy.profile
29287	genus	1.7e-05	FP		16	metascope_toy.profile
2929491	species	0.020235	FP		16	metascope_toy.profile
29330	genus	5.9e-05	FP		16	metascope_toy.profile
29331	genus	7e-06	FP		16	metascope_toy.profile
29347	species	7.226001	TP	14.0226	16	metascope_toy.profile
29347.1	strain		FN	14.0226	16	metascope_toy.profile
29348	species	3.1e-05	FP		16	metascope_toy.profile
29349	species	8.2e-05	FP		16	metascope_toy.profile
2935520	species	0.112462	FP		16	metascope_toy.profile
293559	species	8e-06	FP		16	metascope_toy.profile
29359	species	1.6e-05	FP		16	metascope_toy.profile
29365	species	0.000142	FP		16	metascope_toy.profile
29369	species	4e-06	FP		16	metascope_toy.profile
29373	species	9e-06	FP		16	metascope_toy.profile
29389	species	0.000518	FP		16	metascope_toy.profile
29391	species	0.002625	TP	0.0067	16	metascope_toy.profile
29391.1	strain		FN	0.0067	16	metascope_toy.profile
2939491	species	0.000717	FP		16	metascope_toy.profile
2941233	species	0.000129	FP		16	metascope_toy.profile
2941327	species	0.000314	FP		16	metascope_toy.profile
2941333	species	0.000583	FP		16	metascope_toy.profile
2941338	species	0.166357	FP		16	metascope_toy.profile
2941495	genus	0.00134	FP		16	metascope_toy.profile
2941498	genus	0.000761	FP		16	metascope_toy.profile
2941507	species	1.4e-05	FP		16	metascope_toy.profile
2941515	species	0.000631	FP		16	metascope_toy.profile
2941517	species	1.9e-05	FP		16	metascope_toy.profile
2941520	genus	1.4e-05	FP		16	metascope_toy.profile
29419	species	1.1e-05	FP		16	metascope_toy.profile
2943312	genus	0.000538	FP		16	metascope_toy.profile
2943317	genus	0.000233	FP		16	metascope_toy.profile
2944140	family	0.000682	FP		16	metascope_toy.profile
2944142	family	8e-05	FP		16	metascope_toy.profile
2944143	genus	0.000682	FP		16	metascope_toy.profile
2944146	genus	8e-05	FP		16	metascope_toy.profile
2944148	genus	0.000115	FP		16	metascope_toy.profile
2944149	genus	0.002116	FP		16	metascope_toy.profile
2944151	genus	0.004022	FP		16	metascope_toy.profile
2944152	genus	0.000672	FP		16	metascope_toy.profile
2944193	genus	0.009022	FP		16	metascope_toy.profile
2944194	genus	0.002196	FP		16	metascope_toy.profile
2944195	genus	0.015807	FP		16	metascope_toy.profile
2944197	genus	0.000452	FP		16	metascope_toy.profile
2944198	genus	0.000162	FP		16	metascope_toy.profile
2944199	genus	0.00015	FP		16	metascope_toy.profile
2944200	genus	0.000331	FP		16	metascope_toy.profile
2944914	species	0.000125	FP		16	metascope_toy.profile
2944915	species	0.000585	FP		16	metascope_toy.profile
2945989	species	6e-06	FP		16	metascope_toy.profile
29465	genus	0.002667	TP	0.0039	16	metascope_toy.profile
2946534	genus	5.8e-05	FP		16	metascope_toy.profile
2946555	species	0.099983	FP		16	metascope_toy.profile
29466	species	0.00259	TP	0.0039	16	metascope_toy.profile
29466.2	strain		FN	0.0039	16	metascope_toy.profile
294747	strain	1.3e-05	FP		16	metascope_toy.profile
2949650	species	0.001622	FP		16	metascope_toy.profile
2949651	species	0.000109	FP		16	metascope_toy.profile
2949662	species	0.003049	FP		16	metascope_toy.profile
2949669	species	0.00013	FP		16	metascope_toy.profile
295089	species	4.2e-05	FP		16	metascope_toy.profile
2951805	species	6e-06	FP		16	metascope_toy.profile
29528	species	0.000117	FP		16	metascope_toy.profile
2954240	species	0.001156	FP		16	metascope_toy.profile
29547	phylum	0.003723	TP	0.0059	16	metascope_toy.profile
2963283	species	6.4e-05	FP		16	metascope_toy.profile
2963284	species	1e-05	FP		16	metascope_toy.profile
2965078	species	7e-06	FP		16	metascope_toy.profile
2972466	species	0.000105	FP		16	metascope_toy.profile
2972474	species	0.001078	FP		16	metascope_toy.profile
2973939	species	0.00014	FP		16	metascope_toy.profile
2974251	genus	0.000399	FP		16	metascope_toy.profile
2974257	genus	0.000213	FP		16	metascope_toy.profile
2974265	genus	0.000269	FP		16	metascope_toy.profile
2974369	genus	1.2e-05	FP		16	metascope_toy.profile
2975441	family	1.1e-05	FP		16	metascope_toy.profile
2976153	genus	0.000328	FP		16	metascope_toy.profile
2978477	species	3.7e-05	FP		16	metascope_toy.profile
2979868	species	0.000266	FP		16	metascope_toy.profile
2981628	genus	0.00027	FP		16	metascope_toy.profile
2981629	genus	0.000253	FP		16	metascope_toy.profile
2981630	genus	0.001529	FP		16	metascope_toy.profile
2981632	genus	0.001289	FP		16	metascope_toy.profile
2981633	genus	0.019998	FP		16	metascope_toy.profile
2981634	genus	0.872213	FP		16	metascope_toy.profile
2981636	genus	5.238272	TP	7.9054	16	metascope_toy.profile
2981637	genus	0.014106	FP		16	metascope_toy.profile
2981638	genus	0.003499	FP		16	metascope_toy.profile
2981639	genus	0.00035	FP		16	metascope_toy.profile
2981640	genus	0.001994	FP		16	metascope_toy.profile
2981641	genus	0.000844	FP		16	metascope_toy.profile
2981642	genus	0.178632	TP	0.2745	16	metascope_toy.profile
2981643	genus	4.1e-05	FP		16	metascope_toy.profile
2981720	species	0.000844	FP		16	metascope_toy.profile
2981721	species	0.178632	TP	0.2745	16	metascope_toy.profile
2981721.1	strain		FN	0.2745	16	metascope_toy.profile
2981722	species	4.1e-05	FP		16	metascope_toy.profile
2981723	species	0.000228	FP		16	metascope_toy.profile
2981724	species	0.000253	FP		16	metascope_toy.profile
2981725	species	0.001289	FP		16	metascope_toy.profile
2981726	species	0.872213	FP		16	metascope_toy.profile
2981728	species	5.238272	TP	7.9054	16	metascope_toy.profile
2981728.1	strain		FN	7.9054	16	metascope_toy.profile
2981768	species	0.001529	FP		16	metascope_toy.profile
2981769	species	0.000381	FP		16	metascope_toy.profile
2981770	species	0.019998	FP		16	metascope_toy.profile
2981771	species	0.004969	FP		16	metascope_toy.profile
2981772	species	0.003499	FP		16	metascope_toy.profile
